corpus_item_id,sheet_row,corpus_link,corpus_id,corpus_file_name,task_link,task_id,task_dir,item_id,task,answer,assessment_stage,audio_file (old),audio_file link,block_index,chance_level,d,difficulty_old,image,item,item_link,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,time_limit,trial_num,trial_type,audio_file,row,item_uid sheet,a,g,u,trial_attributes,notes,form_construct,num_cards,num_dimensions,Last Modified,item_uid_check,item_key,group,entry,item_uid_temp,task_id_temp,corpus_id_temp,item_task (from item_link),tom_scenario,task_item_link,corpus_short_name,downex,registry_parameters (from item_link),corpus_registry_version,inferred_parameters,difficulty_inferred,difficulty,discrimination,block_threshold,last_modified,corpus_language,registry_parameter_helper,registry_parameter,discrimination_registry,difficulty_registry,item_uid_language,corpus_active,story_group
vocab-es-CO-v1 knee,vocab-es-CO-v1_96,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,knee,vocab,knee,test_response,vocab-item-093,vocab-item-093,1,0.25,,,,knee,vocab_word_knee,vocab_word_knee,,,,,"face,leash,sock",clip,,,practice,vocab-item-093,96,vocab__knee,,,,,,,,,3/12/2026 3:32pm,0,"practice knee knee face,leash,sock",word,knee,,,,vocab,,knee,vocab-es-CO-v1,,,v1_6,,,,,,3/12/2026 3:32pm,es-CO,vocab_word_knee v1_6 es-CO,,,,vocab_word_knee-es-CO,1 checked out of 1,
vocab-es-CO-v1 milkshake,vocab-es-CO-v1_97,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,milkshake,vocab,milkshake,test_response,vocab-item-094,vocab-item-094,1,0.25,,,,milkshake,vocab_word_milkshake,vocab_word_milkshake,,,,,"pan,needle,gate",clip,,,practice,vocab-item-094,97,vocab__milkshake,,,,,,,,,3/12/2026 3:32pm,0,"practice milkshake milkshake pan,needle,gate",word,milkshake,,,,vocab,,milkshake,vocab-es-CO-v1,,,v1_6,,,,,,3/12/2026 3:32pm,es-CO,vocab_word_milkshake v1_6 es-CO,,,,vocab_word_milkshake-es-CO,1 checked out of 1,
vocab-es-CO-v1 skin,vocab-es-CO-v1_98,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,skin,vocab,skin,test_response,vocab-item-095,vocab-item-095,1,0.25,,,,skin,vocab_word_skin,vocab_word_skin,,,,,"cardboard,drum,clock",clip,,,practice,vocab-item-095,98,vocab__skin,,,,,,,,,3/12/2026 3:32pm,0,"practice skin skin cardboard,drum,clock",word,skin,,,,vocab,,skin,vocab-es-CO-v1,,,v1_6,,,,,,3/12/2026 3:32pm,es-CO,vocab_word_skin v1_6 es-CO,,,,vocab_word_skin-es-CO,1 checked out of 1,
vocab-es-CO-v1 wall,vocab-es-CO-v1_99,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,wall,vocab,wall,test_response,vocab-item-096,vocab-item-096,1,0.25,,,,wall,vocab_word_wall,vocab_word_wall,,,,,"knob,sponge,robot",clip,,,practice,vocab-item-096,99,vocab__wall,,,,,,,,,3/12/2026 3:32pm,0,"practice wall wall knob,sponge,robot",word,wall,,,,vocab,,wall,vocab-es-CO-v1,,,v1_6,,,,,,3/12/2026 3:32pm,es-CO,vocab_word_wall v1_6 es-CO,,,,vocab_word_wall-es-CO,1 checked out of 1,
vocab-es-CO-v1 wheel,vocab-es-CO-v1_100,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,wheel,vocab,wheel,test_response,vocab-item-097,vocab-item-097,1,0.25,,,,wheel,vocab_word_wheel,vocab_word_wheel,,,,,"fish,bowl,meat",clip,,,practice,vocab-item-097,100,vocab__wheel,,,,,,,,,3/12/2026 3:32pm,0,"practice wheel wheel fish,bowl,meat",word,wheel,,,,vocab,,wheel,vocab-es-CO-v1,,,v1_6,,,,,,3/12/2026 3:32pm,es-CO,vocab_word_wheel v1_6 es-CO,,,,vocab_word_wheel-es-CO,1 checked out of 1,
vocab-es-CO-v1 farm,vocab-es-CO-v1_101,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,farm,vocab,farm,test_response,vocab-item-098,vocab-item-098,1,0.25,,,,farm,vocab_word_farm,vocab_word_farm,,,,,"zoo,park,forest",manual,,,test,vocab-item-098,101,vocab__farm,,,,,,,,,3/31/2026 7:50am,0,"test farm farm zoo,park,forest",word,farm,,,,vocab,,farm,vocab-es-CO-v1,,"vocab_word_farm v1_6 es-CO,vocab_word_farm v1_6 de-DE,vocab_word_farm v1_6 en-US",v1_6,,,-0.8182,1,,3/31/2026 7:50am,es-CO,vocab_word_farm v1_6 es-CO,vocab_word_farm v1_6 es-CO,1.000,-0.818,vocab_word_farm-es-CO,1 checked out of 1,
vocab-es-CO-v1 juggling,vocab-es-CO-v1_102,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,juggling,vocab,juggling,test_response,vocab-item-099,vocab-item-099,1,0.25,,,,juggling,vocab_word_juggling,vocab_word_juggling,,,,,"running,biking,playing",manual,,,test,vocab-item-099,102,vocab__juggling,,,,,,,,,3/31/2026 7:50am,0,"test juggling juggling running,biking,playing",word,juggling,,,,vocab,,juggling,vocab-es-CO-v1,,"vocab_word_juggling v1_6 es-CO,vocab_word_juggling v1_6 de-DE",v1_6,,,-2.5699,1,,3/31/2026 7:50am,es-CO,vocab_word_juggling v1_6 es-CO,vocab_word_juggling v1_6 es-CO,1.000,-2.570,vocab_word_juggling-es-CO,1 checked out of 1,
vocab-es-CO-v1 dressing,vocab-es-CO-v1_103,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,dressing,vocab,dressing,test_response,vocab-item-100,vocab-item-100,1,0.25,-1.48670000,,,dressing,vocab_word_dressing,vocab_word_dressing,,,,,"juice,ketchup,flour",manual,,,test,vocab-item-100,103,vocab__dressing,,,,,,,,,3/31/2026 7:50am,0,"test dressing dressing juice,ketchup,flour",word,dressing,,,,vocab,,dressing,vocab-es-CO-v1,,"vocab_word_dressing v1_6 es-CO,vocab_word_dressing v1_6 de-DE,vocab_word_dressing v1_6 en-US",v1_6,,,2.1803,1,,3/31/2026 7:50am,es-CO,vocab_word_dressing v1_6 es-CO,vocab_word_dressing v1_6 es-CO,1.000,2.180,vocab_word_dressing-es-CO,1 checked out of 1,
vocab-es-CO-v1 roof,vocab-es-CO-v1_104,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,roof,vocab,roof,test_response,vocab-item-101,vocab-item-101,1,0.25,-3.26050000,,,roof,vocab_word_roof,vocab_word_roof,,,,,"stairs,door,fence",manual,,,test,vocab-item-101,104,vocab__roof,,,,,,,,,3/31/2026 7:50am,0,"test roof roof stairs,door,fence",word,roof,,,,vocab,,roof,vocab-es-CO-v1,,"vocab_word_roof v1_6 es-CO,vocab_word_roof v1_6 de-DE,vocab_word_roof v1_6 en-US",v1_6,,,-2.3503,1,,3/31/2026 7:50am,es-CO,vocab_word_roof v1_6 es-CO,vocab_word_roof v1_6 es-CO,1.000,-2.350,vocab_word_roof-es-CO,1 checked out of 1,
vocab-es-CO-v1 peeking,vocab-es-CO-v1_105,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,peeking,vocab,peeking,test_response,vocab-item-102,vocab-item-102,1,0.25,-3.24870000,,,peeking,vocab_word_peeking,vocab_word_peeking,,,,,"reading,playing,surfing",manual,,,test,vocab-item-102,105,vocab__peeking,,,,,,,,,3/31/2026 7:50am,0,"test peeking peeking reading,playing,surfing",word,peeking,,,,vocab,,peeking,vocab-es-CO-v1,,"vocab_word_peeking v1_6 es-CO,vocab_word_peeking v1_6 de-DE,vocab_word_peeking v1_6 en-US",v1_6,,,-0.5685,1,,3/31/2026 7:50am,es-CO,vocab_word_peeking v1_6 es-CO,vocab_word_peeking v1_6 es-CO,1.000,-0.569,vocab_word_peeking-es-CO,1 checked out of 1,
vocab-es-CO-v1 ruler,vocab-es-CO-v1_106,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,ruler,vocab,ruler,test_response,vocab-item-103,vocab-item-103,1,0.25,,,,ruler,vocab_word_ruler,vocab_word_ruler,,,,,"measuringtape,compass,caliper",manual,,,test,vocab-item-103,106,vocab__ruler,,,,,,,,,3/31/2026 7:50am,0,"test ruler ruler measuringtape,compass,caliper",word,ruler,,,,vocab,,ruler,vocab-es-CO-v1,,"vocab_word_ruler v1_6 es-CO,vocab_word_ruler v1_6 de-DE,vocab_word_ruler v1_6 en-US",v1_6,,,-1.5090,1,,3/31/2026 7:50am,es-CO,vocab_word_ruler v1_6 es-CO,vocab_word_ruler v1_6 es-CO,1.000,-1.509,vocab_word_ruler-es-CO,1 checked out of 1,
vocab-es-CO-v1 tunnel,vocab-es-CO-v1_107,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,tunnel,vocab,tunnel,test_response,vocab-item-104,vocab-item-104,1,0.25,,,,tunnel,vocab_word_tunnel,vocab_word_tunnel,,,,,"pathway,waterway,cavern",manual,,,test,vocab-item-104,107,vocab__tunnel,,,,,,,,,3/31/2026 7:50am,0,"test tunnel tunnel pathway,waterway,cavern",word,tunnel,,,,vocab,,tunnel,vocab-es-CO-v1,,"vocab_word_tunnel v1_6 es-CO,vocab_word_tunnel v1_6 de-DE",v1_6,,,-1.5269,1,,3/31/2026 7:50am,es-CO,vocab_word_tunnel v1_6 es-CO,vocab_word_tunnel v1_6 es-CO,1.000,-1.527,vocab_word_tunnel-es-CO,1 checked out of 1,
vocab-es-CO-v1 envelope,vocab-es-CO-v1_108,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,envelope,vocab,envelope,test_response,vocab-item-105,vocab-item-105,1,0.25,-1.97250000,,,envelope,vocab_word_envelope,vocab_word_envelope,,,,,"checkbook,stamp,notecard",manual,,,test,vocab-item-105,108,vocab__envelope,,,,,,,,,3/31/2026 7:50am,0,"test envelope envelope checkbook,stamp,notecard",word,envelope,,,,vocab,,envelope,vocab-es-CO-v1,,"vocab_word_envelope v1_6 es-CO,vocab_word_envelope v1_6 de-DE,vocab_word_envelope v1_6 en-US",v1_6,,,-1.3314,1,,3/31/2026 7:50am,es-CO,vocab_word_envelope v1_6 es-CO,vocab_word_envelope v1_6 es-CO,1.000,-1.331,vocab_word_envelope-es-CO,1 checked out of 1,
vocab-es-CO-v1 diamond,vocab-es-CO-v1_109,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,diamond,vocab,diamond,test_response,vocab-item-106,vocab-item-106,1,0.25,-2.37060000,,,diamond,vocab_word_diamond,vocab_word_diamond,,,,,"ring,emerald,amethyst",manual,,,test,vocab-item-106,109,vocab__diamond,,,,,,,,,3/31/2026 7:50am,0,"test diamond diamond ring,emerald,amethyst",word,diamond,,,,vocab,,diamond,vocab-es-CO-v1,,"vocab_word_diamond v1_6 es-CO,vocab_word_diamond v1_6 de-DE,vocab_word_diamond v1_6 en-US",v1_6,,,-0.7868,1,,3/31/2026 7:50am,es-CO,vocab_word_diamond v1_6 es-CO,vocab_word_diamond v1_6 es-CO,1.000,-0.787,vocab_word_diamond-es-CO,1 checked out of 1,
vocab-es-CO-v1 calendar,vocab-es-CO-v1_110,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,calendar,vocab,calendar,test_response,vocab-item-107,vocab-item-107,1,0.25,-3.77550000,,,calendar,vocab_word_calendar,vocab_word_calendar,,,,,"hourglass,sundial,notebook",manual,,,test,vocab-item-107,110,vocab__calendar,,,,,,,,,3/31/2026 7:50am,0,"test calendar calendar hourglass,sundial,notebook",word,calendar,,,,vocab,,calendar,vocab-es-CO-v1,,"vocab_word_calendar v1_6 es-CO,vocab_word_calendar v1_6 de-DE,vocab_word_calendar v1_6 en-US",v1_6,,,-0.8815,1,,3/31/2026 7:50am,es-CO,vocab_word_calendar v1_6 es-CO,vocab_word_calendar v1_6 es-CO,1.000,-0.882,vocab_word_calendar-es-CO,1 checked out of 1,
vocab-es-CO-v1 panda,vocab-es-CO-v1_111,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,panda,vocab,panda,test_response,vocab-item-108,vocab-item-108,1,0.25,-4.05490000,,,panda,vocab_word_panda,vocab_word_panda,,,,,"koala,pig,zebra",manual,,,test,vocab-item-108,111,vocab__panda,,,,,,,,,3/31/2026 7:50am,0,"test panda panda koala,pig,zebra",word,panda,,,,vocab,,panda,vocab-es-CO-v1,,"vocab_word_panda v1_6 es-CO,vocab_word_panda v1_6 de-DE,vocab_word_panda v1_6 en-US",v1_6,,,-1.6433,1,,3/31/2026 7:50am,es-CO,vocab_word_panda v1_6 es-CO,vocab_word_panda v1_6 es-CO,1.000,-1.643,vocab_word_panda-es-CO,1 checked out of 1,
vocab-es-CO-v1 arrow,vocab-es-CO-v1_112,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,arrow,vocab,arrow,test_response,vocab-item-109,vocab-item-109,1,0.25,-0.82740000,,,arrow,vocab_word_arrow,vocab_word_arrow,,,,,"bow,feather,stick",manual,,,test,vocab-item-109,112,vocab__arrow,,,,,,,,,3/31/2026 7:50am,0,"test arrow arrow bow,feather,stick",word,arrow,,,,vocab,,arrow,vocab-es-CO-v1,,"vocab_word_arrow v1_6 es-CO,vocab_word_arrow v1_6 de-DE,vocab_word_arrow v1_6 en-US",v1_6,,,0.5222,1,,3/31/2026 7:50am,es-CO,vocab_word_arrow v1_6 es-CO,vocab_word_arrow v1_6 es-CO,1.000,0.522,vocab_word_arrow-es-CO,1 checked out of 1,
vocab-es-CO-v1 picking,vocab-es-CO-v1_113,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,picking,vocab,picking,test_response,vocab-item-110,vocab-item-110,1,0.25,-2.99490000,,,picking,vocab_word_picking,vocab_word_picking,,,,,"jumping,dancing,kneading",manual,,,test,vocab-item-110,113,vocab__picking,,,,,,,,,3/31/2026 7:50am,0,"test picking picking jumping,dancing,kneading",word,picking,,,,vocab,,picking,vocab-es-CO-v1,,"vocab_word_picking v1_6 es-CO,vocab_word_picking v1_6 de-DE,vocab_word_picking v1_6 en-US",v1_6,,,-1.1577,1,,3/31/2026 7:50am,es-CO,vocab_word_picking v1_6 es-CO,vocab_word_picking v1_6 es-CO,1.000,-1.158,vocab_word_picking-es-CO,1 checked out of 1,
vocab-es-CO-v1 dripping,vocab-es-CO-v1_114,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,dripping,vocab,dripping,test_response,vocab-item-111,vocab-item-111,1,0.25,-2.04780000,,,dripping,vocab_word_dripping,vocab_word_dripping,,,,,"pouring,flowing,splashing",manual,,,test,vocab-item-111,114,vocab__dripping,,,,,,,,,3/31/2026 7:50am,0,"test dripping dripping pouring,flowing,splashing",word,dripping,,,,vocab,,dripping,vocab-es-CO-v1,,"vocab_word_dripping v1_6 es-CO,vocab_word_dripping v1_6 de-DE,vocab_word_dripping v1_6 en-US",v1_6,,,0.9143,1,,3/31/2026 7:50am,es-CO,vocab_word_dripping v1_6 es-CO,vocab_word_dripping v1_6 es-CO,1.000,0.914,vocab_word_dripping-es-CO,1 checked out of 1,
vocab-es-CO-v1 knight,vocab-es-CO-v1_115,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,knight,vocab,knight,test_response,vocab-item-112,vocab-item-112,1,0.25,,,,knight,vocab_word_knight,vocab_word_knight,,,,,"malepirate,king,astronaut",manual,,,test,vocab-item-112,115,vocab__knight,,,,,,,,,4/28/2026 8:17am,0,"test knight knight malepirate,king,astronaut",word,knight,,,,vocab,,knight,vocab-es-CO-v1,,"vocab_word_knight v1_6 es-CO,vocab_word_knight v1_6 de-DE,vocab_word_knight v1_6 en-US",v1_6,,,-0.1375,1,,4/28/2026 8:17am,es-CO,vocab_word_knight v1_6 es-CO,vocab_word_knight v1_6 es-CO,1.000,-0.138,vocab_word_knight-es-CO,1 checked out of 1,
vocab-es-CO-v1 delivering,vocab-es-CO-v1_116,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,delivering,vocab,delivering,test_response,vocab-item-113,vocab-item-113,1,0.25,-2.06590000,,,delivering,vocab_word_delivering,vocab_word_delivering,,,,,"opening,building,connecting",manual,,,test,vocab-item-113,116,vocab__delivering,,,,,,,,,3/31/2026 7:50am,0,"test delivering delivering opening,building,connecting",word,delivering,,,,vocab,,delivering,vocab-es-CO-v1,,"vocab_word_delivering v1_6 es-CO,vocab_word_delivering v1_6 de-DE,vocab_word_delivering v1_6 en-US",v1_6,,,-1.0297,1,,3/31/2026 7:50am,es-CO,vocab_word_delivering v1_6 es-CO,vocab_word_delivering v1_6 es-CO,1.000,-1.030,vocab_word_delivering-es-CO,1 checked out of 1,
vocab-es-CO-v1 dentist,vocab-es-CO-v1_117,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,dentist,vocab,dentist,test_response,vocab-item-114,vocab-item-114,1,0.25,-2.82960000,,,dentist,vocab_word_dentist,vocab_word_dentist,,,,,"maledoctor,pharmacist,scientist",manual,,,test,vocab-item-114,117,vocab__dentist,,,,,,,,,4/28/2026 8:18am,0,"test dentist dentist maledoctor,pharmacist,scientist",word,dentist,,,,vocab,,dentist,vocab-es-CO-v1,,"vocab_word_dentist v1_6 es-CO,vocab_word_dentist v1_6 de-DE,vocab_word_dentist v1_6 en-US",v1_6,,,-0.9152,1,,4/28/2026 8:18am,es-CO,vocab_word_dentist v1_6 es-CO,vocab_word_dentist v1_6 es-CO,1.000,-0.915,vocab_word_dentist-es-CO,1 checked out of 1,
vocab-es-CO-v1 uniform,vocab-es-CO-v1_119,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,uniform,vocab,uniform,test_response,vocab-item-116,vocab-item-116,1,0.25,-0.77760000,,,uniform,vocab_word_uniform,vocab_word_uniform,,,,,"costume,suit,dress",manual,,,test,vocab-item-116,119,vocab__uniform,,,,,,,,,3/31/2026 7:50am,0,"test uniform uniform costume,suit,dress",word,uniform,,,,vocab,,uniform,vocab-es-CO-v1,,"vocab_word_uniform v1_6 es-CO,vocab_word_uniform v1_6 de-DE,vocab_word_uniform v1_6 en-US",v1_6,,,-1.9633,1,,3/31/2026 7:50am,es-CO,vocab_word_uniform v1_6 es-CO,vocab_word_uniform v1_6 es-CO,1.000,-1.963,vocab_word_uniform-es-CO,1 checked out of 1,
vocab-es-CO-v1 furry,vocab-es-CO-v1_120,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,furry,vocab,furry,test_response,vocab-item-117,vocab-item-117,1,0.25,-2.53840000,,,furry,vocab_word_furry,vocab_word_furry,,,,,"hairy,fluffy,silky",manual,,,test,vocab-item-117,120,vocab__furry,,,,,,,,,3/31/2026 7:50am,0,"test furry furry hairy,fluffy,silky",word,furry,,,,vocab,,furry,vocab-es-CO-v1,,"vocab_word_furry v1_6 es-CO,vocab_word_furry v1_6 de-DE,vocab_word_furry v1_6 en-US",v1_6,,,-1.0191,1,,3/31/2026 7:50am,es-CO,vocab_word_furry v1_6 es-CO,vocab_word_furry v1_6 es-CO,1.000,-1.019,vocab_word_furry-es-CO,1 checked out of 1,
vocab-es-CO-v1 cormorant,vocab-es-CO-v1_121,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,cormorant,vocab,cormorant,test_response,vocab-item-118,vocab-item-118,1,0.25,0.22870000,,,cormorant,vocab_word_cormorant,vocab_word_cormorant,,,,,"eel,narwhal,turtle",dutch,,,test,vocab-item-118,121,vocab__cormorant,,,,,,,,,3/31/2026 7:50am,0,"test cormorant cormorant eel,narwhal,turtle",word,cormorant,,,,vocab,,cormorant,vocab-es-CO-v1,,"vocab_word_cormorant v1_6 es-CO,vocab_word_cormorant v1_6 de-DE,vocab_word_cormorant v1_6 en-US",v1_6,,,2.2959,1,,3/31/2026 7:50am,es-CO,vocab_word_cormorant v1_6 es-CO,vocab_word_cormorant v1_6 es-CO,1.000,2.296,vocab_word_cormorant-es-CO,1 checked out of 1,
vocab-es-CO-v1 fetch,vocab-es-CO-v1_122,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,fetch,vocab,fetch,test_response,vocab-item-119,vocab-item-119,1,0.25,-1.91090000,,,fetch,vocab_word_fetch,vocab_word_fetch,,,,,"jump,fight,sit",dutch,,,test,vocab-item-119,122,vocab__fetch,,,,,,,,,3/31/2026 7:50am,0,"test fetch fetch jump,fight,sit",word,fetch,,,,vocab,,fetch,vocab-es-CO-v1,,"vocab_word_fetch v1_6 es-CO,vocab_word_fetch v1_6 de-DE,vocab_word_fetch v1_6 en-US",v1_6,,,-0.8614,1,,3/31/2026 7:50am,es-CO,vocab_word_fetch v1_6 es-CO,vocab_word_fetch v1_6 es-CO,1.000,-0.861,vocab_word_fetch-es-CO,1 checked out of 1,
vocab-es-CO-v1 arcade,vocab-es-CO-v1_123,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,arcade,vocab,arcade,test_response,vocab-item-120,vocab-item-120,1,0.25,1.16240000,,,arcade,vocab_word_arcade,vocab_word_arcade,,,,,"bellows,highvoltage,pier",dutch,,,test,vocab-item-120,123,vocab__arcade,,,,,,,,,3/31/2026 7:50am,0,"test arcade arcade bellows,highvoltage,pier",word,arcade,,,,vocab,,arcade,vocab-es-CO-v1,,"vocab_word_arcade v1_6 es-CO,vocab_word_arcade v1_6 de-DE,vocab_word_arcade v1_6 en-US",v1_6,,,3.6079,1,,3/31/2026 7:50am,es-CO,vocab_word_arcade v1_6 es-CO,vocab_word_arcade v1_6 es-CO,1.000,3.608,vocab_word_arcade-es-CO,1 checked out of 1,
vocab-es-CO-v1 artifact,vocab-es-CO-v1_124,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,artifact,vocab,artifact,test_response,vocab-item-121,vocab-item-121,1,0.25,-0.67540000,,,artifact,vocab_word_artifact,vocab_word_artifact,,,,,"honeycomb,crystal,herringbone",dutch,,,test,vocab-item-121,124,vocab__artifact,,,,,,,,,3/31/2026 7:50am,0,"test artifact artifact honeycomb,crystal,herringbone",word,artifact,,,,vocab,,artifact,vocab-es-CO-v1,,"vocab_word_artifact v1_6 es-CO,vocab_word_artifact v1_6 de-DE,vocab_word_artifact v1_6 en-US",v1_6,,,-0.2034,1,,3/31/2026 7:50am,es-CO,vocab_word_artifact v1_6 es-CO,vocab_word_artifact v1_6 es-CO,1.000,-0.203,vocab_word_artifact-es-CO,1 checked out of 1,
vocab-es-CO-v1 aversion,vocab-es-CO-v1_125,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,aversion,vocab,aversion,test_response,vocab-item-122,vocab-item-122,1,0.25,2.16630000,,,aversion,vocab_word_aversion,vocab_word_aversion,,,,,"dull,neutral,delighted",dutch,,,test,vocab-item-122,125,vocab__aversion,,,,,,,,,3/31/2026 7:50am,0,"test aversion aversion dull,neutral,delighted",word,aversion,,,,vocab,,aversion,vocab-es-CO-v1,,"vocab_word_aversion v1_6 es-CO,vocab_word_aversion v1_6 de-DE,vocab_word_aversion v1_6 en-US",v1_6,,,4.7605,1,,3/31/2026 7:50am,es-CO,vocab_word_aversion v1_6 es-CO,vocab_word_aversion v1_6 es-CO,1.000,4.761,vocab_word_aversion-es-CO,1 checked out of 1,
vocab-es-CO-v1 beret,vocab-es-CO-v1_126,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,beret,vocab,beret,test_response,vocab-item-123,vocab-item-123,1,0.25,-0.50610000,,,beret,vocab_word_beret,vocab_word_beret,,,,,"hat,chefshat,safarihat",dutch,,,test,vocab-item-123,126,vocab__beret,,,,,,,,,3/31/2026 7:50am,0,"test beret beret hat,chefshat,safarihat",word,beret,,,,vocab,,beret,vocab-es-CO-v1,,"vocab_word_beret v1_6 es-CO,vocab_word_beret v1_6 de-DE,vocab_word_beret v1_6 en-US",v1_6,,,1.1982,1,,3/31/2026 7:50am,es-CO,vocab_word_beret v1_6 es-CO,vocab_word_beret v1_6 es-CO,1.000,1.198,vocab_word_beret-es-CO,1 checked out of 1,
vocab-es-CO-v1 applaud,vocab-es-CO-v1_127,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,applaud,vocab,applaud,test_response,vocab-item-124,vocab-item-124,1,0.25,,,,applaud,vocab_word_applaud,vocab_word_applaud,,,,,"yawn,stare,nurse",dutch,,,test,vocab-item-124,127,vocab__applaud,,,,,,,,,3/31/2026 7:50am,0,"test applaud applaud yawn,stare,nurse",word,applaud,,,,vocab,,applaud,vocab-es-CO-v1,,"vocab_word_applaud v1_6 es-CO,vocab_word_applaud v1_6 de-DE,vocab_word_applaud v1_6 en-US",v1_6,,,-2.0822,1,,3/31/2026 7:50am,es-CO,vocab_word_applaud v1_6 es-CO,vocab_word_applaud v1_6 es-CO,1.000,-2.082,vocab_word_applaud-es-CO,1 checked out of 1,
vocab-es-CO-v1 timid,vocab-es-CO-v1_128,vocab-es-CO-v1,vocab-es-CO-v1,vocab-item-bank-es-CO,vocab,vocab,levante-vocabulary-dev,timid,vocab,timid,test_response,vocab-item-125,vocab-item-125,1,0.25,2.16530000,,,timid,vocab_word_timid,vocab_word_timid,,,,,"interested,excited,pensive",dutch,,,test,vocab-item-125,128,vocab__timid,,,,,,,,,3/31/2026 7:50am,0,"test timid timid interested,excited,pensive",word,timid,,,,vocab,,timid,vocab-es-CO-v1,,"vocab_word_timid v1_6 es-CO,vocab_word_timid v1_6 de-DE,vocab_word_timid v1_6 en-US",v1_6,,,-0.6133,1,,3/31/2026 7:50am,es-CO,vocab_word_timid v1_6 es-CO,vocab_word_timid v1_6 es-CO,1.000,-0.613,vocab_word_timid-es-CO,1 checked out of 1,
